QID,POM-Struc-Total-Dist,POM-Struc-Cont-Dist,POM-Struc-Pres-Dist,POM-Histo-Abs-Dist,POM-Histo-Rel-Dist,POM-Histo-Cos-Dist,POM-Histo-EarthMov-Dist,POM-Content-Histo-Abs-Dist,POM-Content-Histo-Rel-Dist,POM-Content-Histo-Cos-Dist,POM-Content-Histo-EarthMov-Dist,SnuggleTeX-Struc-Total-Dist,SnuggleTeX-Struc-Cont-Dist,SnuggleTeX-Struc-Pres-Dist,SnuggleTeX-Histo-Abs-Dist,SnuggleTeX-Histo-Rel-Dist,SnuggleTeX-Histo-Cos-Dist,SnuggleTeX-Histo-EarthMov-Dist,SnuggleTeX-Content-Histo-Abs-Dist,SnuggleTeX-Content-Histo-Rel-Dist,SnuggleTeX-Content-Histo-Cos-Dist,SnuggleTeX-Content-Histo-EarthMov-Dist,LatexML-Struc-Total-Dist,LatexML-Struc-Cont-Dist,LatexML-Struc-Pres-Dist,LatexML-Histo-Abs-Dist,LatexML-Histo-Rel-Dist,LatexML-Histo-Cos-Dist,LatexML-Histo-EarthMov-Dist,LatexML-Content-Histo-Abs-Dist,LatexML-Content-Histo-Rel-Dist,LatexML-Content-Histo-Cos-Dist,LatexML-Content-Histo-EarthMov-Dist,Mathematical-Struc-Total-Dist,Mathematical-Struc-Cont-Dist,Mathematical-Struc-Pres-Dist,Mathematical-Histo-Abs-Dist,Mathematical-Histo-Rel-Dist,Mathematical-Histo-Cos-Dist,Mathematical-Histo-EarthMov-Dist,Mathematical-Content-Histo-Abs-Dist,Mathematical-Content-Histo-Rel-Dist,Mathematical-Content-Histo-Cos-Dist,Mathematical-Content-Histo-EarthMov-Dist,MathToWeb-Struc-Total-Dist,MathToWeb-Struc-Cont-Dist,MathToWeb-Struc-Pres-Dist,MathToWeb-Histo-Abs-Dist,MathToWeb-Histo-Rel-Dist,MathToWeb-Histo-Cos-Dist,MathToWeb-Histo-EarthMov-Dist,MathToWeb-Content-Histo-Abs-Dist,MathToWeb-Content-Histo-Rel-Dist,MathToWeb-Content-Histo-Cos-Dist,MathToWeb-Content-Histo-EarthMov-Dist,Latex2MML-Struc-Total-Dist,Latex2MML-Struc-Cont-Dist,Latex2MML-Struc-Pres-Dist,Latex2MML-Histo-Abs-Dist,Latex2MML-Histo-Rel-Dist,Latex2MML-Histo-Cos-Dist,Latex2MML-Histo-EarthMov-Dist,Latex2MML-Content-Histo-Abs-Dist,Latex2MML-Content-Histo-Rel-Dist,Latex2MML-Content-Histo-Cos-Dist,Latex2MML-Content-Histo-EarthMov-Dist,TeXZilla-Struc-Total-Dist,TeXZilla-Struc-Cont-Dist,TeXZilla-Struc-Pres-Dist,TeXZilla-Histo-Abs-Dist,TeXZilla-Histo-Rel-Dist,TeXZilla-Histo-Cos-Dist,TeXZilla-Histo-EarthMov-Dist,TeXZilla-Content-Histo-Abs-Dist,TeXZilla-Content-Histo-Rel-Dist,TeXZilla-Content-Histo-Cos-Dist,TeXZilla-Content-Histo-EarthMov-Dist,Mathoid-Struc-Total-Dist,Mathoid-Struc-Cont-Dist,Mathoid-Struc-Pres-Dist,Mathoid-Histo-Abs-Dist,Mathoid-Histo-Rel-Dist,Mathoid-Histo-Cos-Dist,Mathoid-Histo-EarthMov-Dist,Mathoid-Content-Histo-Abs-Dist,Mathoid-Content-Histo-Rel-Dist,Mathoid-Content-Histo-Cos-Dist,Mathoid-Content-Histo-EarthMov-Dist,Mathematica-Struc-Total-Dist,Mathematica-Struc-Cont-Dist,Mathematica-Struc-Pres-Dist,Mathematica-Histo-Abs-Dist,Mathematica-Histo-Rel-Dist,Mathematica-Histo-Cos-Dist,Mathematica-Histo-EarthMov-Dist,Mathematica-Content-Histo-Abs-Dist,Mathematica-Content-Histo-Rel-Dist,Mathematica-Content-Histo-Cos-Dist,Mathematica-Content-Histo-EarthMov-Dist
185,100.0,,49.0,,,,,,,,,77.0,,26.0,,,,,,,,,29.0,24.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,58.0,,8.0,,,,,,,,,59.0,,8.0,,,,,,,,,70.0,,19.0,,,,,,,,,59.0,,9.0,,,,,,,,,58.0,,8.0,,,,,,,,,47.0,35.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
186,268.0,,131.0,,,,,,,,,194.0,,57.0,,,,,,,,,55.0,49.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,182.0,,46.0,,,,,,,,,180.0,,43.0,,,,,,,,,209.0,,72.0,,,,,,,,,175.0,,39.0,,,,,,,,,173.0,,37.0,,,,,,,,,,,,,,,,,,,
187,310.0,,158.0,,,,,,,,,251.0,,99.0,,,,,,,,,68.0,56.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,215.0,,64.0,,,,,,,,,221.0,,69.0,,,,,,,,,262.0,,110.0,,,,,,,,,214.0,,63.0,,,,,,,,,188.0,,37.0,,,,,,,,,,,,,,,,,,,
188,66.0,,31.0,,,,,,,,,51.0,,16.0,,,,,,,,,20.0,16.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,46.0,,12.0,,,,,,,,,47.0,,12.0,,,,,,,,,46.0,,11.0,,,,,,,,,41.0,,7.0,,,,,,,,,44.0,,10.0,,,,,,,,,42.0,28.0,12.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
189,21.0,,9.0,,,,,,,,,15.0,,2.0,,,,,,,,,8.0,6.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,11.0,,0.0,,,,,,,,,14.0,,1.0,,,,,,,,,15.0,,2.0,,,,,,,,,11.0,,0.0,,,,,,,,,14.0,,2.0,,,,,,,,,7.0,4.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
190,124.0,,57.0,,,,,,,,,88.0,,18.0,,,,,,,,,20.0,18.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,87.0,,19.0,,,,,,,,,87.0,,17.0,,,,,,,,,98.0,,28.0,,,,,,,,,130.0,,62.0,,,,,,,,,85.0,,16.0,,,,,,,,,89.0,54.0,33.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
191,97.0,,45.0,,,,,,,,,69.0,,17.0,,,,,,,,,21.0,18.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,55.0,,5.0,,,,,,,,,56.0,,4.0,,,,,,,,,65.0,,13.0,,,,,,,,,54.0,,4.0,,,,,,,,,64.0,,13.0,,,,,,,,,40.0,34.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
192,210.0,,115.0,,,,,,,,,156.0,,61.0,,,,,,,,,77.0,71.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,133.0,,39.0,,,,,,,,,132.0,,37.0,,,,,,,,,,,,,,,,,,,,126.0,,32.0,,,,,,,,,130.0,,36.0,,,,,,,,,,,,,,,,,,,
193,187.0,,96.0,,,,,,,,,120.0,,29.0,,,,,,,,,66.0,60.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,120.0,,30.0,,,,,,,,,124.0,,33.0,,,,,,,,,134.0,,43.0,,,,,,,,,118.0,,28.0,,,,,,,,,116.0,,26.0,,,,,,,,,145.0,82.0,61.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
194,407.0,,195.0,,,,,,,,,274.0,,62.0,,,,,,,,,96.0,94.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,268.0,,57.0,,,,,,,,,,,,,,,,,,,,318.0,,106.0,,,,,,,,,280.0,,69.0,,,,,,,,,268.0,,57.0,,,,,,,,,267.0,185.0,80.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
195,192.0,,113.0,,,,,,,,,136.0,,57.0,,,,,,,,,109.0,77.0,30.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,118.0,,40.0,,,,,,,,,120.0,,41.0,,,,,,,,,127.0,,48.0,,,,,,,,,119.0,,41.0,,,,,,,,,103.0,,25.0,,,,,,,,,91.0,52.0,37.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
196,262.0,,163.0,,,,,,,,,204.0,,105.0,,,,,,,,,91.0,66.0,23.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,146.0,,48.0,,,,,,,,,148.0,,49.0,,,,,,,,,172.0,,73.0,,,,,,,,,154.0,,56.0,,,,,,,,,131.0,,33.0,,,,,,,,,115.0,64.0,49.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
197,77.0,,42.0,,,,,,,,,59.0,,24.0,,,,,,,,,36.0,24.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,47.0,,13.0,,,,,,,,,48.0,,13.0,,,,,,,,,52.0,,17.0,,,,,,,,,48.0,,14.0,,,,,,,,,45.0,,11.0,,,,,,,,,36.0,20.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
198,243.0,,111.0,,,,,,,,,159.0,,27.0,,,,,,,,,44.0,42.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,140.0,,8.0,,,,,,,,,,,,,,,,,,,,157.0,,26.0,,,,,,,,,156.0,,25.0,,,,,,,,,,,,,,,,,,,
199,350.0,,164.0,,,,,,,,,252.0,,65.0,,,,,,,,,41.0,39.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,222.0,,35.0,,,,,,,,,279.0,,93.0,,,,,,,,,230.0,,44.0,,,,,,,,,216.0,,30.0,,,,,,,,,,,,,,,,,,,
200,249.0,,145.0,,,,,,,,,188.0,,84.0,,,,,,,,,79.0,63.0,14.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,159.0,,56.0,,,,,,,,,157.0,,53.0,,,,,,,,,165.0,,61.0,,,,,,,,,153.0,,50.0,,,,,,,,,139.0,,36.0,,,,,,,,,218.0,112.0,104.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
201,29.0,,12.0,,,,,,,,,23.0,,6.0,,,,,,,,,8.0,6.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,20.0,,4.0,,,,,,,,,22.0,,5.0,,,,,,,,,23.0,,6.0,,,,,,,,,20.0,,4.0,,,,,,,,,15.0,,0.0,,,,,,,,,12.0,8.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
202,100.0,,49.0,,,,,,,,,90.0,,39.0,,,,,,,,,18.0,16.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,69.0,,20.0,,,,,,,,,68.0,,17.0,,,,,,,,,77.0,,26.0,,,,,,,,,72.0,,23.0,,,,,,,,,68.0,,18.0,,,,,,,,,,,,,,,,,,,
203,45.0,,24.0,,,,,,,,,32.0,,11.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,23.0,,4.0,,,,,,,,,27.0,,6.0,,,,,,,,,25.0,,4.0,,,,,,,,,24.0,,5.0,,,,,,,,,26.0,,6.0,,,,,,,,,42.0,13.0,27.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
204,114.0,,51.0,,,,,,,,,74.0,,9.0,,,,,,,,,32.0,24.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,77.0,,13.0,,,,,,,,,79.0,,14.0,,,,,,,,,91.0,,26.0,,,,,,,,,72.0,,8.0,,,,,,,,,85.0,,21.0,,,,,,,,,,,,,,,,,,,
205,107.0,,59.0,,,,,,,,,78.0,,30.0,,,,,,,,,18.0,16.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,69.0,,23.0,,,,,,,,,65.0,,17.0,,,,,,,,,74.0,,26.0,,,,,,,,,65.0,,19.0,,,,,,,,,66.0,,20.0,,,,,,,,,,,,,,,,,,,
206,103.0,,54.0,,,,,,,,,79.0,,30.0,,,,,,,,,30.0,25.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,64.0,,17.0,,,,,,,,,64.0,,15.0,,,,,,,,,68.0,,19.0,,,,,,,,,64.0,,17.0,,,,,,,,,61.0,,13.0,,,,,,,,,44.0,34.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
207,32.0,,16.0,,,,,,,,,30.0,,14.0,,,,,,,,,15.0,12.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,18.0,,4.0,,,,,,,,,20.0,,4.0,,,,,,,,,22.0,,6.0,,,,,,,,,18.0,,4.0,,,,,,,,,15.0,,1.0,,,,,,,,,15.0,10.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
208,35.0,,16.0,,,,,,,,,22.0,,3.0,,,,,,,,,11.0,9.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,19.0,,1.0,,,,,,,,,21.0,,2.0,,,,,,,,,24.0,,5.0,,,,,,,,,19.0,,1.0,,,,,,,,,23.0,,5.0,,,,,,,,,15.0,12.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
209,190.0,,88.0,,,,,,,,,130.0,,28.0,,,,,,,,,42.0,40.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,119.0,,18.0,,,,,,,,,121.0,,19.0,,,,,,,,,139.0,,37.0,,,,,,,,,118.0,,17.0,,,,,,,,,144.0,,43.0,,,,,,,,,,,,,,,,,,,
210,31.0,,13.0,,,,,,,,,22.0,,4.0,,,,,,,,,8.0,6.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,18.0,,2.0,,,,,,,,,21.0,,3.0,,,,,,,,,21.0,,3.0,,,,,,,,,18.0,,2.0,,,,,,,,,16.0,,0.0,,,,,,,,,19.0,10.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
211,116.0,,65.0,,,,,,,,,97.0,,46.0,,,,,,,,,30.0,24.0,4.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,79.0,,29.0,,,,,,,,,84.0,,33.0,,,,,,,,,90.0,,39.0,,,,,,,,,83.0,,33.0,,,,,,,,,86.0,,36.0,,,,,,,,,153.0,64.0,87.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
212,71.0,,42.0,,,,,,,,,61.0,,32.0,,,,,,,,,28.0,21.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,47.0,,19.0,,,,,,,,,46.0,,17.0,,,,,,,,,48.0,,19.0,,,,,,,,,47.0,,19.0,,,,,,,,,39.0,,11.0,,,,,,,,,,,,,,,,,,,
213,106.0,,59.0,,,,,,,,,89.0,,42.0,,,,,,,,,40.0,36.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,65.0,,20.0,,,,,,,,,66.0,,19.0,,,,,,,,,74.0,,27.0,,,,,,,,,65.0,,20.0,,,,,,,,,47.0,,2.0,,,,,,,,,71.0,40.0,29.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
214,14.0,,5.0,,,,,,,,,12.0,,5.0,,,,,,,,,16.0,8.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,11.0,,3.0,,,,,,,,,12.0,,4.0,,,,,,,,,12.0,,4.0,,,,,,,,,11.0,,3.0,,,,,,,,,12.0,,6.0,,,,,,,,,7.0,4.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
215,39.0,,19.0,,,,,,,,,34.0,,14.0,,,,,,,,,10.0,7.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,26.0,,8.0,,,,,,,,,28.0,,8.0,,,,,,,,,28.0,,8.0,,,,,,,,,26.0,,8.0,,,,,,,,,18.0,,0.0,,,,,,,,,10.0,6.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
216,68.0,,30.0,,,,,,,,,49.0,,12.0,,,,,,,,,16.0,14.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,39.0,,3.0,,,,,,,,,43.0,,5.0,,,,,,,,,44.0,,6.0,,,,,,,,,39.0,,3.0,,,,,,,,,44.0,,7.0,,,,,,,,,35.0,22.0,9.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
217,8.0,,3.0,,,,,,,,,7.0,,2.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,5.0,,2.0,,,,,,,,,6.0,,1.0,,,,,,,,,7.0,,5.0,,,,,,,,,5.0,,2.0,,,,,,,,,7.0,,3.0,,,,,,,,,5.0,2.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
218,199.0,,111.0,,,,,,,,,146.0,,58.0,,,,,,,,,32.0,29.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,128.0,,41.0,,,,,,,,,128.0,,40.0,,,,,,,,,157.0,,69.0,,,,,,,,,132.0,,45.0,,,,,,,,,138.0,,51.0,,,,,,,,,,,,,,,,,,,
219,15.0,,5.0,,,,,,,,,11.0,,1.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,9.0,,1.0,,,,,,,,,11.0,,1.0,,,,,,,,,12.0,,2.0,,,,,,,,,8.0,,0.0,,,,,,,,,9.0,,1.0,,,,,,,,,8.0,6.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
220,380.0,,202.0,,,,,,,,,293.0,,115.0,,,,,,,,,49.0,42.0,5.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,243.0,,66.0,,,,,,,,,,,,,,,,,,,,319.0,,141.0,,,,,,,,,435.0,,258.0,,,,,,,,,221.0,,44.0,,,,,,,,,,,,,,,,,,,
221,149.0,,77.0,,,,,,,,,106.0,,33.0,,,,,,,,,44.0,35.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,91.0,,19.0,,,,,,,,,95.0,,22.0,,,,,,,,,116.0,,43.0,,,,,,,,,90.0,,18.0,,,,,,,,,122.0,,50.0,,,,,,,,,149.0,69.0,78.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
222,88.0,,41.0,,,,,,,,,70.0,,23.0,,,,,,,,,30.0,22.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,64.0,,18.0,,,,,,,,,65.0,,18.0,,,,,,,,,69.0,,22.0,,,,,,,,,64.0,,18.0,,,,,,,,,62.0,,16.0,,,,,,,,,60.0,29.0,29.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
223,7.0,,2.0,,,,,,,,,6.0,,1.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,4.0,,1.0,,,,,,,,,6.0,,1.0,,,,,,,,,6.0,,1.0,,,,,,,,,3.0,,0.0,,,,,,,,,3.0,,0.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
224,50.0,,28.0,,,,,,,,,38.0,,14.0,,,,,,,,,9.0,6.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,39.0,,16.0,,,,,,,,,38.0,,14.0,,,,,,,,,45.0,,22.0,,,,,,,,,37.0,,14.0,,,,,,,,,38.0,,15.0,,,,,,,,,61.0,19.0,40.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
225,126.0,,69.0,,,,,,,,,99.0,,46.0,,,,,,,,,19.0,15.0,2.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,81.0,,20.0,,,,,,,,,82.0,,20.0,,,,,,,,,94.0,,41.0,,,,,,,,,87.0,,27.0,,,,,,,,,77.0,,16.0,,,,,,,,,,,,,,,,,,,
226,206.0,,106.0,,,,,,,,,148.0,,47.0,,,,,,,,,11.0,9.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,141.0,,41.0,,,,,,,,,135.0,,34.0,,,,,,,,,152.0,,51.0,,,,,,,,,135.0,,35.0,,,,,,,,,129.0,,29.0,,,,,,,,,,,,,,,,,,,
227,33.0,,17.0,,,,,,,,,35.0,,19.0,,,,,,,,,41.0,18.0,21.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,30.0,,15.0,,,,,,,,,31.0,,15.0,,,,,,,,,30.0,,14.0,,,,,,,,,30.0,,15.0,,,,,,,,,37.0,,22.0,,,,,,,,,35.0,15.0,18.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
228,15.0,,6.0,,,,,,,,,11.0,,1.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,9.0,,1.0,,,,,,,,,12.0,,2.0,,,,,,,,,12.0,,2.0,,,,,,,,,8.0,,0.0,,,,,,,,,11.0,,2.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
229,17.0,,9.0,,,,,,,,,19.0,,11.0,,,,,,,,,21.0,9.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,13.0,,6.0,,,,,,,,,14.0,,6.0,,,,,,,,,14.0,,6.0,,,,,,,,,13.0,,6.0,,,,,,,,,17.0,,10.0,,,,,,,,,22.0,10.0,10.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
230,24.0,,11.0,,,,,,,,,20.0,,7.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,13.0,,2.0,,,,,,,,,15.0,,2.0,,,,,,,,,15.0,,2.0,,,,,,,,,13.0,,2.0,,,,,,,,,12.0,,1.0,,,,,,,,,19.0,9.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
231,20.0,,8.0,,,,,,,,,15.0,,3.0,,,,,,,,,10.0,7.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,11.0,,1.0,,,,,,,,,15.0,,3.0,,,,,,,,,14.0,,2.0,,,,,,,,,12.0,,2.0,,,,,,,,,16.0,,5.0,,,,,,,,,14.0,7.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
232,32.0,,12.0,,,,,,,,,23.0,,3.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,20.0,,2.0,,,,,,,,,22.0,,2.0,,,,,,,,,23.0,,3.0,,,,,,,,,19.0,,1.0,,,,,,,,,22.0,,4.0,,,,,,,,,13.0,11.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
233,301.0,,151.0,,,,,,,,,218.0,,68.0,,,,,,,,,89.0,69.0,18.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,189.0,,40.0,,,,,,,,,186.0,,36.0,,,,,,,,,190.0,,40.0,,,,,,,,,190.0,,41.0,,,,,,,,,184.0,,35.0,,,,,,,,,,,,,,,,,,,
234,17.0,,9.0,,,,,,,,,17.0,,9.0,,,,,,,,,6.0,3.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,9.0,,3.0,,,,,,,,,11.0,,3.0,,,,,,,,,11.0,,3.0,,,,,,,,,9.0,,3.0,,,,,,,,,6.0,,0.0,,,,,,,,,5.0,2.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
235,44.0,,24.0,,,,,,,,,33.0,,11.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,22.0,,2.0,,,,,,,,,25.0,,3.0,,,,,,,,,35.0,,13.0,,,,,,,,,31.0,,11.0,,,,,,,,,29.0,,8.0,,,,,,,,,16.0,11.0,3.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
236,23.0,,13.0,,,,,,,,,17.0,,4.0,,,,,,,,,6.0,4.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,14.0,,2.0,,,,,,,,,,,,,,,,,,,,19.0,,6.0,,,,,,,,,21.0,,9.0,,,,,,,,,17.0,,5.0,,,,,,,,,10.0,7.0,1.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
237,75.0,,32.0,,,,,,,,,52.0,,9.0,,,,,,,,,20.0,18.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,48.0,,7.0,,,,,,,,,53.0,,10.0,,,,,,,,,58.0,,15.0,,,,,,,,,48.0,,7.0,,,,,,,,,50.0,,8.0,,,,,,,,,41.0,31.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
238,117.0,,70.0,,,,,,,,,92.0,,45.0,,,,,,,,,20.0,10.0,8.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,77.0,,31.0,,,,,,,,,77.0,,30.0,,,,,,,,,83.0,,36.0,,,,,,,,,80.0,,34.0,,,,,,,,,69.0,,23.0,,,,,,,,,,,,,,,,,,,
239,17.0,,9.0,,,,,,,,,18.0,,10.0,,,,,,,,,13.0,5.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,11.0,,4.0,,,,,,,,,12.0,,4.0,,,,,,,,,12.0,,4.0,,,,,,,,,11.0,,4.0,,,,,,,,,13.0,,6.0,,,,,,,,,15.0,6.0,7.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
240,75.0,,37.0,,,,,,,,,53.0,,15.0,,,,,,,,,12.0,10.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,47.0,,10.0,,,,,,,,,50.0,,12.0,,,,,,,,,52.0,,14.0,,,,,,,,,45.0,,8.0,,,,,,,,,42.0,,5.0,,,,,,,,,54.0,28.0,24.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
241,155.0,,77.0,,,,,,,,,121.0,,43.0,,,,,,,,,40.0,32.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,,,,,,,,,,,,93.0,,15.0,,,,,,,,,132.0,,54.0,,,,,,,,,110.0,,33.0,,,,,,,,,113.0,,36.0,,,,,,,,,,,,,,,,,,,
242,42.0,,21.0,,,,,,,,,34.0,,13.0,,,,,,,,,12.0,10.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,27.0,,8.0,,,,,,,,,29.0,,8.0,,,,,,,,,29.0,,8.0,,,,,,,,,27.0,,8.0,,,,,,,,,19.0,,0.0,,,,,,,,,29.0,14.0,13.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
243,7.0,,2.0,,,,,,,,,7.0,,4.0,,,,,,,,,14.0,6.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,6.0,,4.0,,,,,,,,,7.0,,4.0,,,,,,,,,7.0,,4.0,,,,,,,,,6.0,,4.0,,,,,,,,,8.0,,6.0,,,,,,,,,4.0,2.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
244,44.0,,25.0,,,,,,,,,37.0,,17.0,,,,,,,,,15.0,7.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,31.0,,12.0,,,,,,,,,32.0,,12.0,,,,,,,,,36.0,,16.0,,,,,,,,,31.0,,12.0,,,,,,,,,32.0,,13.0,,,,,,,,,16.0,8.0,6.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
245,86.0,,39.0,,,,,,,,,60.0,,13.0,,,,,,,,,18.0,16.0,0.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,51.0,,6.0,,,,,,,,,54.0,,7.0,,,,,,,,,56.0,,9.0,,,,,,,,,50.0,,5.0,,,,,,,,,58.0,,12.0,,,,,,,,,,,,,,,,,,,
246,64.0,,36.0,,,,,,,,,66.0,,38.0,,,,,,,,,75.0,32.0,41.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,,57.0,,30.0,,,,,,,,,58.0,,30.0,,,,,,,,,59.0,,31.0,,,,,,,,,57.0,,30.0,,,,,,,,,70.0,,43.0,,,,,,,,,60.0,27.0,31.0,0.0,0.0,-10.0,,0.0,0.0,-10.0,
